Date,Open,High,Low,Close
2000-01-01 00:00:00-05:00,4.074999809265137,4.574999809265137,2.921875,3.2281250953674316
2000-02-01 00:00:00-05:00,3.375,4.296875,3.153125047683716,3.4437499046325684
2000-03-01 00:00:00-05:00,3.3812499046325684,3.762500047683716,3.0,3.3499999046325684
2000-04-01 00:00:00-05:00,3.2718749046325684,3.4312500953674316,2.0406250953674316,2.7593750953674316
2000-05-01 00:00:00-04:00,2.799999952316284,3.1187500953674316,2.0218749046325684,2.4156250953674316
2000-06-01 00:00:00-04:00,2.4437499046325684,2.90625,1.6234380006790161,1.8156249523162842
2000-07-01 00:00:00-04:00,1.834375023841858,2.1968750953674316,1.3937499523162842,1.506250023841858
2000-08-01 00:00:00-04:00,1.53125,2.1984379291534424,1.4656250476837158,2.075000047683716
2000-09-01 00:00:00-04:00,2.106250047683716,2.481250047683716,1.774999976158142,1.921875
2000-10-01 00:00:00-04:00,1.9093749523162842,1.921875,0.96875,1.8312499523162842
2000-11-01 00:00:00-05:00,1.790624976158142,2.043750047683716,1.1062500476837158,1.234375
2000-12-01 00:00:00-05:00,1.2468750476837158,1.381250023841858,0.7437499761581421,0.778124988079071
2001-01-01 00:00:00-05:00,0.7906249761581421,1.118749976158142,0.6781250238418579,0.8656250238418579
2001-02-01 00:00:00-05:00,0.859375,0.859375,0.49687498807907104,0.5093749761581421
2001-03-01 00:00:00-05:00,0.4937500059604645,0.699999988079071,0.4781250059604645,0.5115000009536743
2001-04-01 00:00:00-05:00,0.5164999961853027,0.9079999923706055,0.4050000011920929,0.7889999747276306
2001-05-01 00:00:00-04:00,0.7950000166893005,0.8799999952316284,0.6549999713897705,0.8345000147819519
2001-06-01 00:00:00-04:00,0.8610000014305115,0.8960000276565552,0.5600000023841858,0.7074999809265137
2001-07-01 00:00:00-04:00,0.7049999833106995,0.8709999918937683,0.5534999966621399,0.6244999766349792
2001-08-01 00:00:00-04:00,0.6365000009536743,0.6430000066757202,0.42750000953674316,0.44699999690055847
2001-09-01 00:00:00-04:00,0.44749999046325684,0.4595000147819519,0.28349998593330383,0.2985000014305115
2001-10-01 00:00:00-04:00,0.2955000102519989,0.49950000643730164,0.27549999952316284,0.3490000069141388
2001-11-01 00:00:00-05:00,0.3540000021457672,0.6200000047683716,0.33000001311302185,0.5659999847412109
2001-12-01 00:00:00-05:00,0.5509999990463257,0.6399999856948853,0.4754999876022339,0.5410000085830688
2002-01-01 00:00:00-05:00,0.546500027179718,0.7885000109672546,0.4514999985694885,0.7095000147819519
2002-02-01 00:00:00-05:00,0.703499972820282,0.737500011920929,0.5529999732971191,0.7049999833106995
